,Timestamp,Station_ID,Station_Name,Value
14183,2025-04-13T14:59:00+08:00,S116,West Coast Highway,24.6
14184,2025-04-13T14:59:00+08:00,S111,Scotts Road,23.6
14185,2025-04-13T14:59:00+08:00,S60,Sentosa,24.9
14186,2025-04-13T14:59:00+08:00,S50,Clementi Road,24.1878
14187,2025-04-13T15:59:00+08:00,S109,Ang Mo Kio Avenue 5,24.7
14188,2025-04-13T15:59:00+08:00,S44,Nanyang Avenue,24.7944
14189,2025-04-13T15:59:00+08:00,S117,Banyan Road,25.4
14190,2025-04-13T15:59:00+08:00,S43,Kim Chuan Road,24.7
14191,2025-04-13T15:59:00+08:00,S107,East Coast Parkway,24.8
14192,2025-04-13T15:59:00+08:00,S24,Upper Changi Road North,25.3
14193,2025-04-13T15:59:00+08:00,S115,Tuas South Avenue 3,26.0
14194,2025-04-13T15:59:00+08:00,S116,West Coast Highway,25.8
14195,2025-04-13T15:59:00+08:00,S111,Scotts Road,24.2
14196,2025-04-13T15:59:00+08:00,S60,Sentosa,24.8
14197,2025-04-13T15:59:00+08:00,S50,Clementi Road,24.825
14198,2025-04-13T16:59:00+08:00,S109,Ang Mo Kio Avenue 5,25.4
14199,2025-04-13T16:59:00+08:00,S44,Nanyang Avenue,25.2895
14200,2025-04-13T16:59:00+08:00,S117,Banyan Road,25.7
14201,2025-04-13T16:59:00+08:00,S43,Kim Chuan Road,26.0
14202,2025-04-13T16:59:00+08:00,S107,East Coast Parkway,27.4
14203,2025-04-13T16:59:00+08:00,S24,Upper Changi Road North,26.2
14204,2025-04-13T16:59:00+08:00,S115,Tuas South Avenue 3,26.3
14205,2025-04-13T16:59:00+08:00,S116,West Coast Highway,26.1
14206,2025-04-13T16:59:00+08:00,S111,Scotts Road,25.1
14207,2025-04-13T16:59:00+08:00,S60,Sentosa,25.8
14208,2025-04-13T16:59:00+08:00,S50,Clementi Road,25.0565
14209,2025-04-13T17:59:00+08:00,S109,Ang Mo Kio Avenue 5,26.3
14210,2025-04-13T17:59:00+08:00,S44,Nanyang Avenue,25.5833
14211,2025-04-13T17:59:00+08:00,S117,Banyan Road,26.2
14212,2025-04-13T17:59:00+08:00,S43,Kim Chuan Road,26.8
14213,2025-04-13T17:59:00+08:00,S107,East Coast Parkway,27.1
14214,2025-04-13T17:59:00+08:00,S24,Upper Changi Road North,26.9
14215,2025-04-13T17:59:00+08:00,S115,Tuas South Avenue 3,26.4
14216,2025-04-13T17:59:00+08:00,S116,West Coast Highway,26.6
14217,2025-04-13T17:59:00+08:00,S111,Scotts Road,25.6
14218,2025-04-13T17:59:00+08:00,S60,Sentosa,26.4
14219,2025-04-13T17:59:00+08:00,S50,Clementi Road,25.3083
14220,2025-04-14T08:59:00+08:00,S109,Ang Mo Kio Avenue 5,27.6
14221,2025-04-14T08:59:00+08:00,S44,Nanyang Avenue,26.292
14222,2025-04-14T08:59:00+08:00,S117,Banyan Road,27.7
14223,2025-04-14T08:59:00+08:00,S43,Kim Chuan Road,28.4
14224,2025-04-14T08:59:00+08:00,S107,East Coast Parkway,28.5
14225,2025-04-14T08:59:00+08:00,S24,Upper Changi Road North,28.2
14226,2025-04-14T08:59:00+08:00,S115,Tuas South Avenue 3,27.1
14227,2025-04-14T08:59:00+08:00,S116,West Coast Highway,27.2
14228,2025-04-14T08:59:00+08:00,S111,Scotts Road,26.8
14229,2025-04-14T08:59:00+08:00,S60,Sentosa,27.8
14230,2025-04-14T08:59:00+08:00,S50,Clementi Road,26.894
14231,2025-04-14T09:59:00+08:00,S109,Ang Mo Kio Avenue 5,28.7
14232,2025-04-14T09:59:00+08:00,S44,Nanyang Avenue,28.4898
14233,2025-04-14T09:59:00+08:00,S117,Banyan Road,28.9
14234,2025-04-14T09:59:00+08:00,S43,Kim Chuan Road,29.9
14235,2025-04-14T09:59:00+08:00,S107,East Coast Parkway,29.6
14236,2025-04-14T09:59:00+08:00,S24,Upper Changi Road North,29.8
14237,2025-04-14T09:59:00+08:00,S115,Tuas South Avenue 3,27.9
14238,2025-04-14T09:59:00+08:00,S116,West Coast Highway,28.8
14239,2025-04-14T09:59:00+08:00,S111,Scotts Road,29.6
14240,2025-04-14T09:59:00+08:00,S60,Sentosa,29.3
14241,2025-04-14T09:59:00+08:00,S50,Clementi Road,29.4669
14242,2025-04-14T10:59:00+08:00,S109,Ang Mo Kio Avenue 5,30.6
14243,2025-04-14T10:59:00+08:00,S44,Nanyang Avenue,30.2872
14244,2025-04-14T10:59:00+08:00,S117,Banyan Road,30.1
14245,2025-04-14T10:59:00+08:00,S43,Kim Chuan Road,30.8
14246,2025-04-14T10:59:00+08:00,S107,East Coast Parkway,30.6
14247,2025-04-14T10:59:00+08:00,S24,Upper Changi Road North,31.0
14248,2025-04-14T10:59:00+08:00,S115,Tuas South Avenue 3,29.4
14249,2025-04-14T10:59:00+08:00,S116,West Coast Highway,29.8
14250,2025-04-14T10:59:00+08:00,S111,Scotts Road,29.8
14251,2025-04-14T10:59:00+08:00,S60,Sentosa,30.8
14252,2025-04-14T10:59:00+08:00,S50,Clementi Road,30.8085
14253,2025-04-14T11:59:00+08:00,S109,Ang Mo Kio Avenue 5,31.7
14254,2025-04-14T11:59:00+08:00,S44,Nanyang Avenue,31.9776
14255,2025-04-14T11:59:00+08:00,S117,Banyan Road,31.8
14256,2025-04-14T11:59:00+08:00,S43,Kim Chuan Road,31.5
14257,2025-04-14T11:59:00+08:00,S107,East Coast Parkway,31.5
14258,2025-04-14T11:59:00+08:00,S24,Upper Changi Road North,32.2
14259,2025-04-14T11:59:00+08:00,S115,Tuas South Avenue 3,30.5
14260,2025-04-14T11:59:00+08:00,S116,West Coast Highway,31.1
14261,2025-04-14T11:59:00+08:00,S111,Scotts Road,31.4
14262,2025-04-14T11:59:00+08:00,S60,Sentosa,33.0
14263,2025-04-14T11:59:00+08:00,S50,Clementi Road,32.1235
14264,2025-04-14T12:59:00+08:00,S109,Ang Mo Kio Avenue 5,32.0
14265,2025-04-14T12:59:00+08:00,S44,Nanyang Avenue,31.8625
14266,2025-04-14T12:59:00+08:00,S117,Banyan Road,33.1
14267,2025-04-14T12:59:00+08:00,S43,Kim Chuan Road,32.3
14268,2025-04-14T12:59:00+08:00,S107,East Coast Parkway,31.9
14269,2025-04-14T12:59:00+08:00,S24,Upper Changi Road North,32.3
14270,2025-04-14T12:59:00+08:00,S115,Tuas South Avenue 3,30.5
14271,2025-04-14T12:59:00+08:00,S116,West Coast Highway,31.8
14272,2025-04-14T12:59:00+08:00,S111,Scotts Road,31.6
14273,2025-04-14T12:59:00+08:00,S60,Sentosa,30.5
14274,2025-04-14T12:59:00+08:00,S50,Clementi Road,32.2334
14275,2025-04-14T13:59:00+08:00,S109,Ang Mo Kio Avenue 5,32.9
14276,2025-04-14T13:59:00+08:00,S44,Nanyang Avenue,32.7
14277,2025-04-14T13:59:00+08:00,S117,Banyan Road,31.6
14278,2025-04-14T13:59:00+08:00,S43,Kim Chuan Road,32.9
14279,2025-04-14T13:59:00+08:00,S107,East Coast Parkway,31.6
14280,2025-04-14T13:59:00+08:00,S24,Upper Changi Road North,31.5
14281,2025-04-14T13:59:00+08:00,S115,Tuas South Avenue 3,30.7
14282,2025-04-14T13:59:00+08:00,S116,West Coast Highway,31.2
14283,2025-04-14T13:59:00+08:00,S111,Scotts Road,32.9
14284,2025-04-14T13:59:00+08:00,S60,Sentosa,30.9
14285,2025-04-14T13:59:00+08:00,S50,Clementi Road,33.9
14286,2025-04-14T14:59:00+08:00,S109,Ang Mo Kio Avenue 5,32.3
14287,2025-04-14T14:59:00+08:00,S44,Nanyang Avenue,33.4
14288,2025-04-14T14:59:00+08:00,S117,Banyan Road,30.9
14289,2025-04-14T14:59:00+08:00,S43,Kim Chuan Road,32.3
14290,2025-04-14T14:59:00+08:00,S107,East Coast Parkway,31.4
14291,2025-04-14T14:59:00+08:00,S24,Upper Changi Road North,31.6
14292,2025-04-14T14:59:00+08:00,S115,Tuas South Avenue 3,30.4
14293,2025-04-14T14:59:00+08:00,S116,West Coast Highway,30.4
14294,2025-04-14T14:59:00+08:00,S111,Scotts Road,31.3
14295,2025-04-14T14:59:00+08:00,S60,Sentosa,30.4
14296,2025-04-14T14:59:00+08:00,S50,Clementi Road,33.0
14297,2025-04-14T15:59:00+08:00,S109,Ang Mo Kio Avenue 5,32.2
14298,2025-04-14T15:59:00+08:00,S44,Nanyang Avenue,30.8
14299,2025-04-14T15:59:00+08:00,S117,Banyan Road,30.3
14300,2025-04-14T15:59:00+08:00,S43,Kim Chuan Road,31.7
14301,2025-04-14T15:59:00+08:00,S107,East Coast Parkway,31.0
14302,2025-04-14T15:59:00+08:00,S24,Upper Changi Road North,30.9
14303,2025-04-14T15:59:00+08:00,S115,Tuas South Avenue 3,30.3
14304,2025-04-14T15:59:00+08:00,S116,West Coast Highway,30.6
14305,2025-04-14T15:59:00+08:00,S111,Scotts Road,31.2
14306,2025-04-14T15:59:00+08:00,S60,Sentosa,30.1
14307,2025-04-14T15:59:00+08:00,S50,Clementi Road,30.2
14308,2025-04-14T16:59:00+08:00,S109,Ang Mo Kio Avenue 5,30.8
14309,2025-04-14T16:59:00+08:00,S44,Nanyang Avenue,30.1
14310,2025-04-14T16:59:00+08:00,S117,Banyan Road,29.8
14311,2025-04-14T16:59:00+08:00,S43,Kim Chuan Road,30.9
14312,2025-04-14T16:59:00+08:00,S107,East Coast Parkway,30.3
14313,2025-04-14T16:59:00+08:00,S24,Upper Changi Road North,30.2
14314,2025-04-14T16:59:00+08:00,S115,Tuas South Avenue 3,30.0
14315,2025-04-14T16:59:00+08:00,S116,West Coast Highway,30.1
14316,2025-04-14T16:59:00+08:00,S111,Scotts Road,30.4
14317,2025-04-14T16:59:00+08:00,S60,Sentosa,30.1
14318,2025-04-14T16:59:00+08:00,S50,Clementi Road,30.4
14319,2025-04-14T17:59:00+08:00,S109,Ang Mo Kio Avenue 5,30.1
14320,2025-04-14T17:59:00+08:00,S44,Nanyang Avenue,30.7
14321,2025-04-14T17:59:00+08:00,S117,Banyan Road,30.0
14322,2025-04-14T17:59:00+08:00,S43,Kim Chuan Road,30.3
14323,2025-04-14T17:59:00+08:00,S107,East Coast Parkway,29.6
14324,2025-04-14T17:59:00+08:00,S24,Upper Changi Road North,29.4
14325,2025-04-14T17:59:00+08:00,S115,Tuas South Avenue 3,30.1
14326,2025-04-14T17:59:00+08:00,S116,West Coast Highway,31.2
14327,2025-04-14T17:59:00+08:00,S111,Scotts Road,29.8
14328,2025-04-14T17:59:00+08:00,S60,Sentosa,29.8
14329,2025-04-14T17:59:00+08:00,S50,Clementi Road,30.6
14330,2025-04-15T08:59:00+08:00,S109,Ang Mo Kio Avenue 5,28.2
14331,2025-04-15T08:59:00+08:00,S44,Nanyang Avenue,27.1
14332,2025-04-15T08:59:00+08:00,S117,Banyan Road,28.4
14333,2025-04-15T08:59:00+08:00,S43,Kim Chuan Road,28.7
14334,2025-04-15T08:59:00+08:00,S107,East Coast Parkway,28.5
14335,2025-04-15T08:59:00+08:00,S24,Upper Changi Road North,28.3
14336,2025-04-15T08:59:00+08:00,S115,Tuas South Avenue 3,28.2
14337,2025-04-15T08:59:00+08:00,S116,West Coast Highway,28.3
14338,2025-04-15T08:59:00+08:00,S111,Scotts Road,27.7
14339,2025-04-15T08:59:00+08:00,S60,Sentosa,28.7
14340,2025-04-15T08:59:00+08:00,S50,Clementi Road,28.5
14341,2025-04-15T09:59:00+08:00,S109,Ang Mo Kio Avenue 5,30.5
14342,2025-04-15T09:59:00+08:00,S44,Nanyang Avenue,29.1
14343,2025-04-15T09:59:00+08:00,S117,Banyan Road,29.2
14344,2025-04-15T09:59:00+08:00,S43,Kim Chuan Road,29.6
14345,2025-04-15T09:59:00+08:00,S107,East Coast Parkway,29.3
14346,2025-04-15T09:59:00+08:00,S24,Upper Changi Road North,29.6
14347,2025-04-15T09:59:00+08:00,S115,Tuas South Avenue 3,28.9
14348,2025-04-15T09:59:00+08:00,S116,West Coast Highway,29.5
14349,2025-04-15T09:59:00+08:00,S111,Scotts Road,29.7
14350,2025-04-15T09:59:00+08:00,S60,Sentosa,30.2
14351,2025-04-15T09:59:00+08:00,S50,Clementi Road,29.2
14352,2025-04-15T10:59:00+08:00,S109,Ang Mo Kio Avenue 5,31.8
14353,2025-04-15T10:59:00+08:00,S44,Nanyang Avenue,29.9
14354,2025-04-15T10:59:00+08:00,S117,Banyan Road,29.1
14355,2025-04-15T10:59:00+08:00,S43,Kim Chuan Road,30.4
14356,2025-04-15T10:59:00+08:00,S107,East Coast Parkway,29.3
14357,2025-04-15T10:59:00+08:00,S24,Upper Changi Road North,30.9
14358,2025-04-15T10:59:00+08:00,S115,Tuas South Avenue 3,30.6
14359,2025-04-15T10:59:00+08:00,S116,West Coast Highway,30.8
14360,2025-04-15T10:59:00+08:00,S111,Scotts Road,29.8
14361,2025-04-15T10:59:00+08:00,S60,Sentosa,30.0
14362,2025-04-15T10:59:00+08:00,S50,Clementi Road,31.1
14363,2025-04-15T11:59:00+08:00,S109,Ang Mo Kio Avenue 5,31.6
14364,2025-04-15T11:59:00+08:00,S44,Nanyang Avenue,31.5
14365,2025-04-15T11:59:00+08:00,S117,Banyan Road,30.7
14366,2025-04-15T11:59:00+08:00,S43,Kim Chuan Road,29.9
14367,2025-04-15T11:59:00+08:00,S107,East Coast Parkway,29.4
14368,2025-04-15T11:59:00+08:00,S24,Upper Changi Road North,31.5
14369,2025-04-15T11:59:00+08:00,S104,Woodlands Avenue 9,30.8
14370,2025-04-15T11:59:00+08:00,S115,Tuas South Avenue 3,30.1
14371,2025-04-15T11:59:00+08:00,S116,West Coast Highway,30.3
14372,2025-04-15T11:59:00+08:00,S111,Scotts Road,30.4
14373,2025-04-15T11:59:00+08:00,S60,Sentosa,30.4
14374,2025-04-15T11:59:00+08:00,S50,Clementi Road,31.9
14375,2025-04-15T12:59:00+08:00,S109,Ang Mo Kio Avenue 5,31.9
14376,2025-04-15T12:59:00+08:00,S106,Pulau Ubin,29.7
14377,2025-04-15T12:59:00+08:00,S117,Banyan Road,30.6
14378,2025-04-15T12:59:00+08:00,S107,East Coast Parkway,29.6
14379,2025-04-15T12:59:00+08:00,S104,Woodlands Avenue 9,32.2
14380,2025-04-15T12:59:00+08:00,S115,Tuas South Avenue 3,32.7
14381,2025-04-15T12:59:00+08:00,S116,West Coast Highway,30.4
14382,2025-04-15T12:59:00+08:00,S60,Sentosa,30.2
14383,2025-04-15T12:59:00+08:00,S50,Clementi Road,31.9
14384,2025-04-15T12:59:00+08:00,S44,Nanyang Avenue,32.0
14385,2025-04-15T12:59:00+08:00,S43,Kim Chuan Road,29.8
14386,2025-04-15T12:59:00+08:00,S24,Upper Changi Road North,31.0
14387,2025-04-15T12:59:00+08:00,S111,Scotts Road,31.2
14388,2025-04-15T13:59:00+08:00,S109,Ang Mo Kio Avenue 5,32.5
14389,2025-04-15T13:59:00+08:00,S106,Pulau Ubin,32.6
14390,2025-04-15T13:59:00+08:00,S117,Banyan Road,30.9
14391,2025-04-15T13:59:00+08:00,S107,East Coast Parkway,29.4
14392,2025-04-15T13:59:00+08:00,S104,Woodlands Avenue 9,31.1
14393,2025-04-15T13:59:00+08:00,S115,Tuas South Avenue 3,30.3
14394,2025-04-15T13:59:00+08:00,S116,West Coast Highway,29.8
14395,2025-04-15T13:59:00+08:00,S60,Sentosa,30.6
14396,2025-04-15T13:59:00+08:00,S50,Clementi Road,30.9
14397,2025-04-15T13:59:00+08:00,S44,Nanyang Avenue,31.0
14398,2025-04-15T13:59:00+08:00,S43,Kim Chuan Road,32.5
14399,2025-04-15T13:59:00+08:00,S24,Upper Changi Road North,32.7
14400,2025-04-15T13:59:00+08:00,S111,Scotts Road,30.4
14401,2025-04-15T14:59:00+08:00,S44,Nanyang Avenue,30.1
14402,2025-04-15T14:59:00+08:00,S106,Pulau Ubin,32.6
14403,2025-04-15T14:59:00+08:00,S117,Banyan Road,30.3
14404,2025-04-15T14:59:00+08:00,S43,Kim Chuan Road,31.3
14405,2025-04-15T14:59:00+08:00,S107,East Coast Parkway,29.5
14406,2025-04-15T14:59:00+08:00,S24,Upper Changi Road North,31.8
14407,2025-04-15T14:59:00+08:00,S104,Woodlands Avenue 9,32.7
14408,2025-04-15T14:59:00+08:00,S115,Tuas South Avenue 3,30.1
14409,2025-04-15T14:59:00+08:00,S116,West Coast Highway,26.8
14410,2025-04-15T14:59:00+08:00,S111,Scotts Road,29.1
14411,2025-04-15T14:59:00+08:00,S60,Sentosa,29.4
14412,2025-04-15T14:59:00+08:00,S50,Clementi Road,26.1
14413,2025-04-15T15:59:00+08:00,S44,Nanyang Avenue,27.3
14414,2025-04-15T15:59:00+08:00,S106,Pulau Ubin,31.0
14415,2025-04-15T15:59:00+08:00,S117,Banyan Road,27.5
14416,2025-04-15T15:59:00+08:00,S43,Kim Chuan Road,31.6
14417,2025-04-15T15:59:00+08:00,S107,East Coast Parkway,29.6
14418,2025-04-15T15:59:00+08:00,S24,Upper Changi Road North,29.8
14419,2025-04-15T15:59:00+08:00,S104,Woodlands Avenue 9,28.6
14420,2025-04-15T15:59:00+08:00,S115,Tuas South Avenue 3,28.1
14421,2025-04-15T15:59:00+08:00,S116,West Coast Highway,26.2
14422,2025-04-15T15:59:00+08:00,S111,Scotts Road,28.5
14423,2025-04-15T15:59:00+08:00,S60,Sentosa,28.8
14424,2025-04-15T15:59:00+08:00,S50,Clementi Road,25.2
14425,2025-04-15T16:59:00+08:00,S44,Nanyang Avenue,26.3
14426,2025-04-15T16:59:00+08:00,S106,Pulau Ubin,27.2
14427,2025-04-15T16:59:00+08:00,S117,Banyan Road,26.3
14428,2025-04-15T16:59:00+08:00,S43,Kim Chuan Road,25.8
14429,2025-04-15T16:59:00+08:00,S107,East Coast Parkway,28.9
14430,2025-04-15T16:59:00+08:00,S24,Upper Changi Road North,29.1
14431,2025-04-15T16:59:00+08:00,S104,Woodlands Avenue 9,26.2
14432,2025-04-15T16:59:00+08:00,S115,Tuas South Avenue 3,28.3
14433,2025-04-15T16:59:00+08:00,S116,West Coast Highway,27.1
14434,2025-04-15T16:59:00+08:00,S111,Scotts Road,28.3
14435,2025-04-15T16:59:00+08:00,S60,Sentosa,29.9
14436,2025-04-15T16:59:00+08:00,S50,Clementi Road,26.6
14437,2025-04-15T17:59:00+08:00,S44,Nanyang Avenue,26.8
14438,2025-04-15T17:59:00+08:00,S106,Pulau Ubin,27.0
14439,2025-04-15T17:59:00+08:00,S117,Banyan Road,27.7
14440,2025-04-15T17:59:00+08:00,S43,Kim Chuan Road,27.1
14441,2025-04-15T17:59:00+08:00,S107,East Coast Parkway,29.0
14442,2025-04-15T17:59:00+08:00,S24,Upper Changi Road North,28.8
14443,2025-04-15T17:59:00+08:00,S104,Woodlands Avenue 9,25.8
14444,2025-04-15T17:59:00+08:00,S115,Tuas South Avenue 3,28.8
14445,2025-04-15T17:59:00+08:00,S116,West Coast Highway,26.8
14446,2025-04-15T17:59:00+08:00,S111,Scotts Road,28.2
14447,2025-04-15T17:59:00+08:00,S60,Sentosa,26.6
14448,2025-04-15T17:59:00+08:00,S50,Clementi Road,26.4
14449,2025-04-16T08:59:00+08:00,S44,Nanyang Avenue,27.8
14450,2025-04-16T08:59:00+08:00,S106,Pulau Ubin,27.2
14451,2025-04-16T08:59:00+08:00,S117,Banyan Road,29.0
14452,2025-04-16T08:59:00+08:00,S43,Kim Chuan Road,28.4
14453,2025-04-16T08:59:00+08:00,S107,East Coast Parkway,28.3
14454,2025-04-16T08:59:00+08:00,S24,Upper Changi Road North,28.1
14455,2025-04-16T08:59:00+08:00,S104,Woodlands Avenue 9,27.3
14456,2025-04-16T08:59:00+08:00,S115,Tuas South Avenue 3,27.6
14457,2025-04-16T08:59:00+08:00,S116,West Coast Highway,28.1
14458,2025-04-16T08:59:00+08:00,S111,Scotts Road,28.0
14459,2025-04-16T08:59:00+08:00,S60,Sentosa,28.7
14460,2025-04-16T08:59:00+08:00,S50,Clementi Road,27.9
14461,2025-04-16T09:59:00+08:00,S44,Nanyang Avenue,29.1
14462,2025-04-16T09:59:00+08:00,S106,Pulau Ubin,29.0
14463,2025-04-16T09:59:00+08:00,S117,Banyan Road,28.3
14464,2025-04-16T09:59:00+08:00,S43,Kim Chuan Road,29.2
14465,2025-04-16T09:59:00+08:00,S107,East Coast Parkway,28.4
14466,2025-04-16T09:59:00+08:00,S24,Upper Changi Road North,29.8
14467,2025-04-16T09:59:00+08:00,S104,Woodlands Avenue 9,30.1
14468,2025-04-16T09:59:00+08:00,S115,Tuas South Avenue 3,28.6
14469,2025-04-16T09:59:00+08:00,S116,West Coast Highway,29.0
14470,2025-04-16T09:59:00+08:00,S111,Scotts Road,28.9
14471,2025-04-16T09:59:00+08:00,S60,Sentosa,28.7
14472,2025-04-16T09:59:00+08:00,S50,Clementi Road,29.1
14473,2025-04-16T10:59:00+08:00,S44,Nanyang Avenue,29.9
14474,2025-04-16T10:59:00+08:00,S106,Pulau Ubin,30.7
14475,2025-04-16T10:59:00+08:00,S117,Banyan Road,30.0
14476,2025-04-16T10:59:00+08:00,S43,Kim Chuan Road,31.3
14477,2025-04-16T10:59:00+08:00,S107,East Coast Parkway,29.0
14478,2025-04-16T10:59:00+08:00,S24,Upper Changi Road North,30.7
14479,2025-04-16T10:59:00+08:00,S104,Woodlands Avenue 9,29.9
14480,2025-04-16T10:59:00+08:00,S115,Tuas South Avenue 3,29.6
14481,2025-04-16T10:59:00+08:00,S116,West Coast Highway,28.9
14482,2025-04-16T10:59:00+08:00,S111,Scotts Road,29.3
14483,2025-04-16T10:59:00+08:00,S60,Sentosa,29.2
14484,2025-04-16T10:59:00+08:00,S50,Clementi Road,30.0
14485,2025-04-16T11:59:00+08:00,S44,Nanyang Avenue,31.2
14486,2025-04-16T11:59:00+08:00,S106,Pulau Ubin,32.0
14487,2025-04-16T11:59:00+08:00,S117,Banyan Road,31.6
14488,2025-04-16T11:59:00+08:00,S43,Kim Chuan Road,32.1
14489,2025-04-16T11:59:00+08:00,S107,East Coast Parkway,29.1
14490,2025-04-16T11:59:00+08:00,S24,Upper Changi Road North,31.4
14491,2025-04-16T11:59:00+08:00,S104,Woodlands Avenue 9,31.9
14492,2025-04-16T11:59:00+08:00,S115,Tuas South Avenue 3,30.0
14493,2025-04-16T11:59:00+08:00,S116,West Coast Highway,29.4
14494,2025-04-16T11:59:00+08:00,S111,Scotts Road,30.6
14495,2025-04-16T11:59:00+08:00,S60,Sentosa,29.8
14496,2025-04-16T11:59:00+08:00,S50,Clementi Road,31.5
14497,2025-04-16T12:59:00+08:00,S44,Nanyang Avenue,30.8
14498,2025-04-16T12:59:00+08:00,S106,Pulau Ubin,32.4
14499,2025-04-16T12:59:00+08:00,S117,Banyan Road,32.1
14500,2025-04-16T12:59:00+08:00,S43,Kim Chuan Road,32.1
14501,2025-04-16T12:59:00+08:00,S107,East Coast Parkway,29.1
14502,2025-04-16T12:59:00+08:00,S24,Upper Changi Road North,31.1
14503,2025-04-16T12:59:00+08:00,S104,Woodlands Avenue 9,31.9
14504,2025-04-16T12:59:00+08:00,S115,Tuas South Avenue 3,30.5
14505,2025-04-16T12:59:00+08:00,S116,West Coast Highway,30.4
14506,2025-04-16T12:59:00+08:00,S111,Scotts Road,30.2
14507,2025-04-16T12:59:00+08:00,S60,Sentosa,30.4
14508,2025-04-16T12:59:00+08:00,S50,Clementi Road,32.5
14509,2025-04-16T13:59:00+08:00,S44,Nanyang Avenue,32.1
14510,2025-04-16T13:59:00+08:00,S106,Pulau Ubin,32.9
14511,2025-04-16T13:59:00+08:00,S117,Banyan Road,31.9
14512,2025-04-16T13:59:00+08:00,S43,Kim Chuan Road,31.7
14513,2025-04-16T13:59:00+08:00,S107,East Coast Parkway,29.4
14514,2025-04-16T13:59:00+08:00,S24,Upper Changi Road North,30.2
14515,2025-04-16T13:59:00+08:00,S104,Woodlands Avenue 9,33.2
14516,2025-04-16T13:59:00+08:00,S115,Tuas South Avenue 3,30.6
14517,2025-04-16T13:59:00+08:00,S116,West Coast Highway,29.9
14518,2025-04-16T13:59:00+08:00,S111,Scotts Road,30.8
14519,2025-04-16T13:59:00+08:00,S60,Sentosa,30.1
14520,2025-04-16T13:59:00+08:00,S50,Clementi Road,32.1
14521,2025-04-16T14:59:00+08:00,S44,Nanyang Avenue,32.0
14522,2025-04-16T14:59:00+08:00,S106,Pulau Ubin,33.3
14523,2025-04-16T14:59:00+08:00,S117,Banyan Road,32.6
14524,2025-04-16T14:59:00+08:00,S43,Kim Chuan Road,31.6
14525,2025-04-16T14:59:00+08:00,S107,East Coast Parkway,29.5
14526,2025-04-16T14:59:00+08:00,S24,Upper Changi Road North,31.8
14527,2025-04-16T14:59:00+08:00,S104,Woodlands Avenue 9,33.8
14528,2025-04-16T14:59:00+08:00,S115,Tuas South Avenue 3,30.8
14529,2025-04-16T14:59:00+08:00,S116,West Coast Highway,31.3
14530,2025-04-16T14:59:00+08:00,S111,Scotts Road,31.1
14531,2025-04-16T14:59:00+08:00,S60,Sentosa,30.6
14532,2025-04-16T14:59:00+08:00,S50,Clementi Road,32.7
14533,2025-04-16T15:59:00+08:00,S44,Nanyang Avenue,32.3
14534,2025-04-16T15:59:00+08:00,S106,Pulau Ubin,28.8
14535,2025-04-16T15:59:00+08:00,S117,Banyan Road,32.8
14536,2025-04-16T15:59:00+08:00,S43,Kim Chuan Road,31.9
14537,2025-04-16T15:59:00+08:00,S107,East Coast Parkway,29.4
14538,2025-04-16T15:59:00+08:00,S24,Upper Changi Road North,30.0
14539,2025-04-16T15:59:00+08:00,S104,Woodlands Avenue 9,32.9
14540,2025-04-16T15:59:00+08:00,S115,Tuas South Avenue 3,30.9
14541,2025-04-16T15:59:00+08:00,S116,West Coast Highway,32.3
14542,2025-04-16T15:59:00+08:00,S111,Scotts Road,31.9
14543,2025-04-16T15:59:00+08:00,S60,Sentosa,31.3
14544,2025-04-16T15:59:00+08:00,S50,Clementi Road,33.7
14545,2025-04-16T16:59:00+08:00,S44,Nanyang Avenue,30.8
14546,2025-04-16T16:59:00+08:00,S106,Pulau Ubin,26.0
14547,2025-04-16T16:59:00+08:00,S117,Banyan Road,31.4
14548,2025-04-16T16:59:00+08:00,S43,Kim Chuan Road,31.0
14549,2025-04-16T16:59:00+08:00,S107,East Coast Parkway,29.7
14550,2025-04-16T16:59:00+08:00,S24,Upper Changi Road North,28.1
14551,2025-04-16T16:59:00+08:00,S104,Woodlands Avenue 9,31.8
14552,2025-04-16T16:59:00+08:00,S115,Tuas South Avenue 3,30.5
14553,2025-04-16T16:59:00+08:00,S116,West Coast Highway,31.4
14554,2025-04-16T16:59:00+08:00,S111,Scotts Road,31.3
14555,2025-04-16T16:59:00+08:00,S60,Sentosa,29.9
14556,2025-04-16T16:59:00+08:00,S50,Clementi Road,31.8
14557,2025-04-16T17:59:00+08:00,S44,Nanyang Avenue,30.0
14558,2025-04-16T17:59:00+08:00,S106,Pulau Ubin,26.2
14559,2025-04-16T17:59:00+08:00,S117,Banyan Road,30.4
14560,2025-04-16T17:59:00+08:00,S43,Kim Chuan Road,28.6
14561,2025-04-16T17:59:00+08:00,S107,East Coast Parkway,28.3
14562,2025-04-16T17:59:00+08:00,S24,Upper Changi Road North,27.0
14563,2025-04-16T17:59:00+08:00,S104,Woodlands Avenue 9,28.2
14564,2025-04-16T17:59:00+08:00,S115,Tuas South Avenue 3,30.4
14565,2025-04-16T17:59:00+08:00,S116,West Coast Highway,31.1
14566,2025-04-16T17:59:00+08:00,S111,Scotts Road,29.4
14567,2025-04-16T17:59:00+08:00,S60,Sentosa,29.9
14568,2025-04-16T17:59:00+08:00,S50,Clementi Road,29.2
